ID Clients;Numero de compte;Identifiant operation;Type de transaction;Status operation;Localisation;Date;Montant;Target
100280;85001208.0;TR214/00082;Paiement électronique;En attente;Rufisque;2024-11-20 15:00:00;55000.0;Suspect
52369;8542198.0;TR2CDFG8;ATM;Validé;Kaffrine;2024-11-20 15:00:00;8000.0;Normal
542;85254.0;TR106/0157;Paiement en ligne;Validé;Ziguinchor;2024-11-20 14:30:00;47440.0;Normal
532;85253.0;TR101/00078;Paiement électronique;En attente;Tambacounda;2024-11-20 14:00:00;7000.0;Normal
50321;85458321.0;TR8STUV2;ATM;Validé;Thiès;2024-11-20 14:00:00;25000.0;Suspect
50785;850578.0;TR5PQRS9;Paiement électronique;Validé;Tambacounda;2024-11-20 13:00:00;10000.0;Normal
1003;851300.0;TR202/00048;Paiement en ligne;Validé;Diourbel;2024-11-20 12:37:00;280000.0;Normal
1006;851060.0;TR203/0143;Paiement en ligne;En attente;Kolda;2024-11-20 12:30:00;75000.0;Suspect
532;85253.0;TR101/00098;Paiement en ligne;Validé;Ziguinchor;2024-11-20 12:00:00;16000.0;Normal
526;85652.0;TR010/0059;Paiement électronique;Validé;Fatick;2024-11-20 11:55:00;11500000.0;Normal
1001;851100.0;TR201/00134;Paiement en ligne;Validé;Dakar;2024-11-20 11:30:00;350000.0;Normal
542;85254.0;TR106/0140;Paiement électronique;Validé;Tambacounda;2024-11-20 11:00:00;37440.0;Normal
542;85254.0;TR106/0149;Paiement électronique;Validé;Ziguinchor;2024-11-20 11:00:00;10444.0;Normal
536;85653.0;TR103/0064;Paiement électronique;Echoué;Diourbel;2024-11-20 10:50:00;150000.0;Normal
531;85351.0;TR101/00092;Paiement en ligne;Validé;Dakar;2024-11-20 10:00:00;12000.0;Normal
543;85453.0;TR107/0097;Paiement électronique;Validé;Sédhiou;2024-11-20 10:00:00;78000.0;Normal
50512;85123456.0;TR2EFG6Z;ATM;Echoué;Louga;2024-11-20 10:00:00;8000.0;Suspect
10360;8501036.0;TR216/00095;ATM;Validé;Kaolack;2024-11-20 10:00:00;12000.0;Normal
544;85254.0;TR107/0105;Paiement en ligne;Validé;Dakar;2024-11-20 10:00:00;78000.0;Normal
540;85054.0;TR105/0031;ATM;Validé;Saint Louis;2024-11-20 09:45:00;11000.0;Normal
1011;851101.0;TR204_1/37;Paiement électronique;Validé;Dakar;2024-11-20 09:00:00;350000.0;Suspect
550;85055.0;TR110/00054;Paiement en ligne;Echoué;Bambey;2024-11-20 09:00:00;8000.0;Suspect
10390;8510390.0;TR218/0154;Paiement électronique;Echoué;Bambey;2024-11-19 21:00:00;101000.0;Fraude
10308;8501083.0;TR218/0153;ATM;En attente;Matam;2024-11-19 19:45:00;12000.0;Normal
10037;8513007.0;TR218/0152;Paiement en ligne;Validé;Louga;2024-11-19 18:30:00;53000.0;Normal
10300;8501030.0;TR213/00119;Paiement en ligne;En attente;Louga;2024-11-19 18:15:00;170000.0;Normal
1039;851039.0;TR217/160;Paiement en ligne;Echoué;Matam;2024-11-19 17:15:00;64000.0;Normal
1016;851601.0;TR206/00098;ATM;Validé;Thiès;2024-11-19 16:30:00;9000.0;Normal
10360;8501036.0;TR216/00204;Paiement en ligne;En attente;Diourbel;2024-11-19 15:30:00;370000.0;Suspect
1010;851001.0;TR204/00067;Paiement en ligne;Validé;Goudiry;2024-11-19 14:30:00;82000.0;Normal
1022;851202.0;TR208/9689;ATM;Validé;Ziguinchor;2024-11-19 11:20:00;15000.0;Normal
10220;8512020.0;TR209/00076;Paiement électronique;En attente;Saint Louis;2024-11-19 10:15:00;62000.0;Normal
1037;851307.0;TR217/083;Paiement électronique;Validé;Diourbel;2024-11-19 10:00:00;750000.0;Normal
10280;8501208.0;TR213/00111;Paiement électronique;En attente;Thiès;2024-11-18 18:00:00;130000.0;Normal
10300;8501030.0;TR213/00107;Paiement en ligne;En attente;Louga;2024-11-18 17:45:00;160000.0;Normal
1034;851304.0;TR216/0100;Paiement en ligne;En attente;Dakar;2024-11-18 17:00:00;28000.0;Normal
1005;851500.0;TR203/0134;Paiement en ligne;En attente;Foundiougne;2024-11-18 14:45:00;105000.0;Normal
514;85451.0;TR5/0086;Paiement électronique;Validé;Diourbel;2024-11-18 14:30:00;200000.0;Normal
10240;8541010.0;TR209/00084;Paiement électronique;Validé;Tivaouane;2024-11-18 14:15:00;82000.0;Normal
1017;851071.0;TR206/00114;Paiement électronique;Validé;Linguère;2024-11-18 14:00:00;700000.0;Normal
1021;851101.0;TR207/000058;Paiement électronique;En attente;Ziguinchor;2024-11-18 13:30:00;90000.0;Normal
1040;851400.0;TR219/128;ATM;Validé;Kaolack;2024-11-18 13:00:00;11500.0;Normal
10270;8507102.0;TR211/00110;Paiement en ligne;Validé;Fatick;2024-11-18 09:40:00;55000.0;Normal
10290;8510092.0;TR213/00115;ATM;En attente;Kaolack;2024-11-17 16:50:00;9000.0;Normal
1036;851036.0;TR216/0108;Paiement en ligne;Echoué;Kaolack;2024-11-17 16:30:00;25000.0;Suspect
528;85852.0;TR011/0074;ATM;En attente;Thiès;2024-11-17 12:00:00;400000.0;Normal
520;85052.0;TR8/0066;Paiement électronique;En attente;Kaolack;2024-11-17 10:00:00;650000.0;Suspect
10360;8501036.0;TR216/00203;ATM;Validé;Kaolack;2024-11-17 09:00:00;25000.0;Normal
10230;8510320.0;TR209/00080;Paiement en ligne;Validé;Dakar;2024-11-16 16:00:00;49000.0;Normal
1042;852104.0;TR219/070;Paiement électronique;Validé;Dagana;2024-11-16 15:30:00;9000.0;Normal
1038;851083.0;TR217/159;ATM;En attente;Kolda;2024-11-16 14:00:00;4400.0;Normal
1019;851901.0;TR207/000113;Paiement électronique;Echoué;Dakar;2024-11-16 13:20:00;230000.0;Normal
549;85459.0;TR110/00091;Paiement en ligne;En attente;Kolda;2024-11-16 11:00:00;95000.0;Suspect
1009;851900.0;TR204/00122;Paiement électronique;Validé;Bignona;2024-11-16 08:30:00;350000.0;Normal
541;85451.0;TR106/0152;Paiement électronique;En attente;Diourbel;2024-11-15 17:30:00;31444.0;Normal
50139;85893421.0;TR7QWV3J;Paiement en ligne;Validé;Mbour;2024-11-15 17:00:00;6000.0;Normal
1039;851039.0;TR217/082;Paiement électronique;Echoué;Matam;2024-11-15 16:45:00;900000.0;Suspect
527;85257.0;TR011/0070;Paiement en ligne;En attente;Thiès;2024-11-15 16:30:00;1200000.0;Normal
1004;851040.0;TR202/00083;ATM;Validé;Louga;2024-11-15 16:22:00;9000.0;Normal
10250;8512005.0;TR211/00102;Paiement électronique;Validé;Richard Toll;2024-11-15 16:00:00;280000.0;Fraude
542;85254.0;TR106/0147;ATM;Validé;Saint Louis;2024-11-15 15:30:00;5444.0;Normal
539;85359.0;TR105/0031;Paiement électronique;Validé;Thiès;2024-11-15 15:30:00;160000.0;Suspect
1013;851301.0;TR205/00061;Paiement électronique;Validé;Thiès;2024-11-15 15:30:00;160000.0;Normal
1015;855101.0;TR205/00077;ATM;Validé;Kaolack;2024-11-15 15:30:00;4000.0;Normal
525;85255.0;TR010/0058;Paiement en ligne;Validé;Kaolack;2024-11-15 15:20:00;6000000.0;Normal
10280;8501208.0;TR213/00122;Paiement en ligne;Validé;Dakar;2024-11-15 15:15:00;80000.0;Normal
1012;851021.0;TR204_1/36;ATM;Validé;Kolda;2024-11-15 15:15:00;14000.0;Normal
544;85254.0;TR107/0095;ATM;Validé;Kebemer;2024-11-15 15:00:00;25000.0;Normal
544;85254.0;TR107/0088;ATM;Validé;Thiès;2024-11-15 15:00:00;22000.0;Normal
10350;8501053.0;TR216/00094;Paiement électronique;Validé;Saint Louis;2024-11-15 14:30:00;550000.0;Normal
535;85355.0;TR103/0063;Paiement en ligne;En attente;Tambacounda;2024-11-15 14:30:00;500000.0;Suspect
534;85453.0;TR102/11-15-24;Paiement électronique;Validé;Thiès;2024-11-15 14:30:00;120000.0;Normal
10290;8510092.0;TR213/00103;ATM;Echoué;Kaolack;2024-11-15 14:15:00;8000.0;Normal
1001;851100.0;TR201/00098;Paiement en ligne;Validé;Thiès;2024-11-15 13:30:00;230000.0;Normal
541;85451.0;TR106/0139;Paiement en ligne;En attente;Saint Louis;2024-11-15 13:00:00;2744.0;Normal
1002;851020.0;TR201/00079;Paiement électronique;Validé;Kaolack;2024-11-15 12:45:00;13000000.0;Normal
512;85251.0;TR4/0060;ATM;Validé;Dakar;2024-11-15 12:45:00;5000.0;Normal
551;85551.0;TR200/262626;Paiement en ligne;En attente;Saint Louis;2024-11-15 12:30:00;80000.0;Normal
52369;8542198.0;TR4MNBA7;Paiement en ligne;Validé;Sédhiou;2024-11-15 12:00:00;15000.0;Normal
541;85451.0;TR106/0156;ATM;En attente;Tambacounda;2024-11-15 12:00:00;1544.0;Normal
1035;851053.0;TR216/0104;ATM;Validé;Dakar;2024-11-15 11:50:00;18000.0;Suspect
549;85459.0;TR110/00051;Paiement en ligne;En attente;Kolda;2024-11-15 11:00:00;90000.0;Suspect
541;85451.0;TR106/0144;ATM;Validé;Diourbel;2024-11-15 11:00:00;5744.0;Normal
100290;85010092.0;TR214/00084;Paiement en ligne;Validé;Mbour;2024-11-15 11:00:00;28000.0;Normal
50785;850578.0;TR2IJKL1;Paiement en ligne;En attente;Kolda;2024-11-15 11:00:00;4000.0;Normal
513;85153.0;TR5/0085;Paiement en ligne;Validé;Tambacounda;2024-11-15 10:50:00;80000.0;Normal
1006;851060.0;TR203/0126;Paiement électronique;Validé;Kédougou;2024-11-15 10:45:00;250000.0;Suspect
50321;85458321.0;TR3UVWX6;Paiement électronique;Validé;Dakar;2024-11-15 10:00:00;12000.0;Normal
51234;859999.0;TR9YZAB1;ATM;Echoué;Matam;2024-11-15 10:00:00;15000.0;Normal
543;85453.0;TR107/0101;Paiement électronique;En attente;Dakar;2024-11-15 10:00:00;88000.0;Normal
528;85852.0;TR011/0076;Paiement électronique;Echoué;Saint Louis;2024-11-15 10:00:00;7500000.0;Suspect
1001;851100.0;TR201/00069;Paiement électronique;Validé;Kaolack;2024-11-15 09:30:00;10000000.0;Fraude
1001;851100.0;TR201/00133;ATM;En attente;Kolda;2024-11-15 09:00:00;18000.0;Suspect
10390;8510390.0;TR218/0151;ATM;Validé;Diourbel;2024-11-14 16:15:00;23000.0;Normal
10308;8501083.0;TR218/0150;Paiement en ligne;En attente;Fatick;2024-11-14 15:00:00;100000.0;Normal
10350;8501053.0;TR216/00202;Paiement électronique;Validé;Saint Louis;2024-11-14 15:00:00;600000.0;Normal
10037;8513007.0;TR218/0149;Paiement électronique;Echoué;Kaolack;2024-11-14 13:45:00;85000.0;Fraude
515;85155.0;TR6/59;Paiement en ligne;Validé;Thiès;2024-11-14 13:30:00;50000.0;Normal
10260;8510062.0;TR211/00106;Paiement électronique;Echoué;Matam;2024-11-14 11:50:00;160000.0;Suspect
1009;851900.0;TR204/00066;ATM;Validé;Kebemer;2024-11-14 11:15:00;5000.0;Normal
1024;854101.0;TR208/8567;Paiement électronique;Validé;Dakar;2024-11-14 08:55:00;800000.0;Normal
1020;851002.0;TR207/000057;Paiement en ligne;Validé;Kaolack;2024-11-13 20:00:00;120000.0;Normal
533;85353.0;TR102/11-13-24;Paiement en ligne;Validé;Touba;2024-11-13 17:10:00;100000.0;Normal
10350;8501053.0;TR216/00093;Paiement en ligne;En attente;Kolda;2024-11-13 16:00:00;220000.0;Suspect
1016;851601.0;TR206/00109;Paiement en ligne;Validé;Dakar;2024-11-13 12:30:00;120000.0;Normal
1042;852104.0;TR219/127;Paiement en ligne;Echoué;Thiès;2024-11-13 10:30:00;5900.0;Suspect
1003;851300.0;TR202/00047;ATM;Validé;Thiès;2024-11-13 09:11:00;5000.0;Normal
1023;851032.0;TR208/7445;Paiement en ligne;Validé;Tivaouane;2024-11-12 21:30:00;35000.0;Normal
10350;8501053.0;TR216/00201;Paiement en ligne;En attente;Kolda;2024-11-12 17:30:00;490000.0;Suspect
514;85451.0;TR5/0084;ATM;Echoué;Ziguinchor;2024-11-12 17:00:00;30000.0;Normal
519;85159.0;TR8/0065;Paiement en ligne;Validé;Ziguinchor;2024-11-12 16:15:00;30000.0;Normal
50139;85893421.0;TR5MNK3G;Paiement électronique;En attente;Kaolack;2024-11-12 15:30:00;8000.0;Normal
50987;85342111.0;TR5RST9G;Paiement électronique;Validé;Fatick;2024-11-12 15:00:00;120000.0;Normal
100300;85001030.0;TR214/00087;Paiement en ligne;Validé;Kolda;2024-11-12 14:30:00;32000.0;Normal
1041;851041.0;TR219/069;ATM;Echoué;Kanel;2024-11-12 13:15:00;3500.0;Suspect
1037;851307.0;TR217/158;Paiement électronique;Validé;Dakar;2024-11-12 11:30:00;800000.0;Normal
1038;851083.0;TR217/081;ATM;En attente;Kolda;2024-11-12 08:00:00;3700.0;Normal
1018;858101.0;TR206/00117;Paiement électronique;Validé;Kaolack;2024-11-11 18:00:00;850000.0;Normal
549;85459.0;TR110/00093;ATM;Validé;Kaffrine;2024-11-11 15:30:00;6000.0;Normal
549;85459.0;TR110/00090;ATM;Validé;Kédougou;2024-11-11 14:30:00;15000.0;Normal
1034;851304.0;TR216/0099;Paiement électronique;Validé;Thiès;2024-11-11 14:20:00;55000.0;Normal
10220;8512020.0;TR209/00075;Paiement en ligne;Validé;Thiès;2024-11-11 13:50:00;31000.0;Normal
1010;851001.0;TR204/00121;Paiement en ligne;Validé;Rufisque;2024-11-11 13:45:00;130000.0;Normal
1021;851101.0;TR207/000112;Paiement électronique;Validé;Ziguinchor;2024-11-11 08:30:00;180000.0;Normal
1014;851041.0;TR205/00185;Paiement en ligne;Validé;Dakar;2024-11-10 22:00:00;100000.0;Normal
10270;8507102.0;TR211/00109;Paiement électronique;En attente;Dakar;2024-11-10 21:30:00;200000.0;Normal
511;85151.0;TR4/0059;Paiement électronique;En attente;Tambacounda;2024-11-10 16:30:00;22000.0;Fraude
543;85453.0;TR107/0084;ATM;Echoué;Tambacounda;2024-11-10 16:00:00;10000.0;Suspect
51234;859999.0;TR2RSTU8;Paiement électronique;Validé;Rufisque;2024-11-10 16:00:00;12000.0;Suspect
1014;851041.0;TR205/00069;Paiement en ligne;En attente;Dakar;2024-11-10 15:30:00;90000.0;Normal
549;85459.0;TR110/00053;ATM;Validé;Kaffrine;2024-11-10 15:30:00;5000.0;Normal
1022;851202.0;TR208/6323;ATM;Validé;Gossas;2024-11-10 15:05:00;20000.0;Normal
1002;851020.0;TR201/00128;Paiement en ligne;Validé;Tambacounda;2024-11-10 15:00:00;330000.0;Normal
542;85254.0;TR106/0138;ATM;Validé;Thiès;2024-11-10 15:00:00;1744.0;Normal
527;85257.0;TR011/0072;ATM;Echoué;Saint Louis;2024-11-10 15:00:00;25000.0;Suspect
52369;8542198.0;TR6OPQR3;ATM;Validé;Kaffrine;2024-11-10 15:00:00;10000.0;Normal
549;85459.0;TR110/00050;ATM;Validé;Kédougou;2024-11-10 14:30:00;13000.0;Normal
526;85652.0;TR010/0057;ATM;Echoué;Kolda;2024-11-10 14:30:00;5000.0;Suspect
50321;85458321.0;TR4EFGH3;ATM;Validé;Thiès;2024-11-10 14:00:00;20000.0;Normal
551;85551.0;TR200/535353;Paiement en ligne;Validé;Saint Louis;2024-11-10 14:00:00;90000.0;Normal
50462;850578.0;TR3LPN8W;ATM;En attente;Diourbel;2024-11-10 13:45:00;4000.0;Suspect
1001;851100.0;TR201/00068;Paiement en ligne;Echoué;Ziguinchor;2024-11-10 13:45:00;160000.0;Suspect
1001;851100.0;TR201/00116;Paiement en ligne;Validé;Dakar;2024-11-10 13:30:00;290000.0;Normal
50785;850578.0;TR9PQRS6;Paiement électronique;Validé;Tambacounda;2024-11-10 13:00:00;25000.0;Suspect
1012;851021.0;TR204_1/35;Paiement en ligne;Validé;Ziguinchor;2024-11-10 13:00:00;250000.0;Suspect
541;85451.0;TR106/0143;Paiement électronique;En attente;Kaolack;2024-11-10 13:00:00;97440.0;Suspect
10240;8541010.0;TR209/00083;Paiement en ligne;En attente;Thiès;2024-11-10 12:45:00;35000.0;Normal
100280;85001208.0;TR214/00081;Paiement en ligne;Validé;Dakar;2024-11-10 12:30:00;10000.0;Normal
1001;851100.0;TR201/00097;ATM;Echoué;Dakar;2024-11-10 11:45:00;12000.0;Normal
10350;8501053.0;TR216/00200;ATM;Validé;Ziguinchor;2024-11-10 11:30:00;23000.0;Normal
540;85054.0;TR105/0030;Paiement électronique;Echoué;Thiès;2024-11-10 11:30:00;270000.0;Suspect
10350;8501053.0;TR216/00092;ATM;Validé;Ziguinchor;2024-11-10 11:00:00;9000.0;Normal
544;85254.0;TR107/0099;ATM;Validé;Pikine;2024-11-10 11:00:00;28000.0;Normal
10280;8501208.0;TR213/00100;ATM;Validé;Saint Louis;2024-11-10 10:30:00;5000.0;Normal
547;85457.0;TR109/0159;ATM;Validé;Dakar;2024-11-10 10:20:00;1800.0;Normal
548;85854.0;TR109/0168;ATM;Validé;Dakar;2024-11-10 10:20:00;1500.0;Normal
1036;851036.0;TR216/0107;Paiement électronique;Validé;Tambacounda;2024-11-10 10:15:00;105000.0;Normal
1002;851020.0;TR201/00152;Paiement en ligne;Echoué;Dakar;2024-11-10 10:15:00;410000.0;Normal
1006;851060.0;TR203/0142;ATM;Validé;Ziguinchor;2024-11-10 09:45:00;3000.0;Suspect
536;85653.0;TR103/0062;ATM;Validé;Thiès;2024-11-10 09:15:00;1000.0;Normal
541;85451.0;TR106/0155;Paiement électronique;Validé;Saint Louis;2024-11-10 09:00:00;60440.0;Normal
50987;85342111.0;TR9PQR7S;ATM;Validé;Diourbel;2024-11-10 09:00:00;10000.0;Normal
1002;851020.0;TR201/00078;Paiement en ligne;Echoué;Ziguinchor;2024-11-10 08:00:00;190000.0;Suspect
1039;851039.0;TR217/157;Paiement électronique;Echoué;Thiès;2024-11-09 19:45:00;900000.0;Fraude
1018;858101.0;TR206/00105;Paiement électronique;Validé;Kaolack;2024-11-09 17:15:00;700000.0;Normal
513;85153.0;TR5/0083;Paiement électronique;En attente;Thiès;2024-11-09 12:20:00;150000.0;Normal
10390;8510390.0;TR218/0148;ATM;En attente;Kolda;2024-11-09 11:30:00;13000.0;Normal
10308;8501083.0;TR218/0147;Paiement électronique;Validé;Ziguinchor;2024-11-09 10:15:00;47000.0;Normal
10037;8513007.0;TR218/0146;ATM;Validé;Tambacounda;2024-11-09 09:00:00;17000.0;Normal
1010;851001.0;TR204/00065;Paiement électronique;Echoué;Sédhiou;2024-11-09 08:00:00;210000.0;Suspect
520;85052.0;TR8/0064;ATM;Validé;Tambacounda;2024-11-08 19:00:00;7000.0;Normal
1006;851060.0;TR203/0125;Paiement en ligne;En attente;Diourbel;2024-11-08 17:00:00;80000.0;Normal
1035;851053.0;TR216/0103;Paiement électronique;Echoué;Louga;2024-11-08 15:15:00;20000.0;Suspect
1037;851307.0;TR217/080;Paiement en ligne;Validé;Dakar;2024-11-08 13:30:00;46000.0;Normal
1041;851041.0;TR219/126;Paiement électronique;En attente;Dakar;2024-11-08 12:00:00;2600.0;Normal
1005;851500.0;TR203/0133;ATM;Validé;Kaffrine;2024-11-08 11:15:00;2000.0;Normal
1019;851901.0;TR207/000056;ATM;Validé;Dakar;2024-11-08 11:15:00;11000.0;Normal
10230;8510320.0;TR209/00079;ATM;Echoué;Tambacounda;2024-11-08 09:45:00;2500.0;Suspect
10250;8512005.0;TR211/00101;Paiement en ligne;En attente;Dakar;2024-11-08 08:50:00;65000.0;Normal
1004;851040.0;TR202/00082;Paiement électronique;Validé;Kaolack;2024-11-08 08:06:00;1050000.0;Fraude
516;85651.0;TR6/58;ATM;Validé;Saint Louis;2024-11-07 16:45:00;18000.0;Normal
1040;851400.0;TR219/068;Paiement en ligne;Validé;Foundiougne;2024-11-07 11:00:00;12000.0;Normal
1017;851071.0;TR206/00101;ATM;Validé;Saint Louis;2024-11-07 10:45:00;10000.0;Normal
10260;8510062.0;TR211/00105;ATM;En attente;Louga;2024-11-07 10:00:00;3500.0;Suspect
10340;8501304.0;TR216/00199;Paiement électronique;Validé;Tambacounda;2024-11-07 08:00:00;800000.0;Suspect
1003;851300.0;TR202/00046;Paiement électronique;Validé;Dakar;2024-11-06 17:52:00;900000.0;Normal
10300;8501030.0;TR213/00118;ATM;Validé;Richard Toll;2024-11-06 11:45:00;12000.0;Normal
1020;851002.0;TR207/000111;Paiement en ligne;En attente;Kaolack;2024-11-06 11:10:00;210000.0;Normal
1009;851900.0;TR204/00120;ATM;Validé;Tivaouane;2024-11-06 11:00:00;6000.0;Normal
550;85055.0;TR110/00092;Paiement électronique;Validé;Sédhiou;2024-11-06 10:00:00;2000000.0;Normal
550;85055.0;TR110/00089;Paiement électronique;Validé;Matam;2024-11-06 09:00:00;1500000.0;Normal
514;85451.0;TR5/0082;Paiement en ligne;Validé;Saint Louis;2024-11-06 08:45:00;60000.0;Normal
1015;855101.0;TR205/00164;Paiement en ligne;Validé;Kaolack;2024-11-05 22:30:00;100000.0;Normal
1014;851041.0;TR205/00163;ATM;Validé;Saint Louis;2024-11-05 22:00:00;7000.0;Normal
1013;851301.0;TR205/00162;Paiement électronique;Validé;Thiès;2024-11-05 21:30:00;220000.0;Normal
543;85453.0;TR107/0091;Paiement en ligne;Echoué;Kolda;2024-11-05 16:00:00;50000.0;Suspect
1038;851083.0;TR217/156;Paiement en ligne;En attente;Tambacounda;2024-11-05 15:30:00;75000.0;Normal
542;85254.0;TR106/0154;Paiement en ligne;Echoué;Thiès;2024-11-05 14:00:00;4044.0;Suspect
512;85251.0;TR4/0058;Paiement en ligne;Echoué;Saint Louis;2024-11-05 14:00:00;15000.0;Suspect
1015;855101.0;TR205/00076;Paiement électronique;Validé;Dakar;2024-11-05 14:00:00;400000.0;Normal
1013;851301.0;TR205/00060;Paiement en ligne;Validé;Dakar;2024-11-05 14:00:00;60000.0;Normal
1016;851601.0;TR206/00097;Paiement en ligne;Validé;Dakar;2024-11-05 14:00:00;140000.0;Normal
545;85455.0;TR108/00167;ATM;Validé;Saint Louis;2024-11-05 13:30:00;90000.0;Normal
542;85254.0;TR106/0151;Paiement en ligne;Validé;Kaolack;2024-11-05 13:15:00;16444.0;Normal
516;85651.0;TR6/62;Paiement en ligne;Validé;Kaolack;2024-11-05 13:15:00;60000.0;Normal
540;85054.0;TR105/0029;Paiement en ligne;Validé;Dakar;2024-11-05 13:00:00;130000.0;Normal
1024;854101.0;TR208/5201;Paiement électronique;Echoué;Saint Louis;2024-11-05 12:40:00;650000.0;Suspect
50743;85458321.0;TR1JKB5D;Paiement en ligne;Validé;Kolda;2024-11-05 12:30:00;15000.0;Normal
1002;851020.0;TR201/00127;ATM;En attente;Thiès;2024-11-05 12:15:00;19000.0;Normal
10300;8501030.0;TR213/00106;ATM;Validé;Richard Toll;2024-11-05 12:10:00;11000.0;Normal
1005;851500.0;TR203/0117;Paiement électronique;En attente;Saint Louis;2024-11-05 12:00:00;300000.0;Normal
532;85253.0;TR101/00077;ATM;Validé;Saint Louis;2024-11-05 12:00:00;4000.0;Normal
52369;8542198.0;TR1CDFG1;Paiement en ligne;Echoué;Sédhiou;2024-11-05 12:00:00;8000.0;Normal
1001;851100.0;TR201/00115;ATM;Echoué;Kolda;2024-11-05 11:45:00;15000.0;Suspect
10280;8501208.0;TR213/00110;Paiement en ligne;Validé;Dakar;2024-11-05 11:30:00;90000.0;Normal
535;85355.0;TR103/0061;Paiement électronique;Echoué;Dakar;2024-11-05 11:20:00;2500000.0;Fraude
1039;851039.0;TR217/079;ATM;Echoué;Kaolack;2024-11-05 11:15:00;4100.0;Normal
10340;8501304.0;TR216/00198;Paiement en ligne;Echoué;Thiès;2024-11-05 11:00:00;340000.0;Fraude
50785;850578.0;TR2ABCD8;Paiement en ligne;En attente;Kolda;2024-11-05 11:00:00;4000.0;Normal
1011;851101.0;TR204_1/34;Paiement électronique;En attente;Tambacounda;2024-11-05 10:45:00;320000.0;Suspect
1001;851100.0;TR201/00067;ATM;Validé;Saint Louis;2024-11-05 10:00:00;7000.0;Suspect
550;85055.0;TR110/00052;Paiement électronique;Validé;Sédhiou;2024-11-05 10:00:00;1900000.0;Normal
541;85451.0;TR106/0137;Paiement électronique;Echoué;Dakar;2024-11-05 10:00:00;77440.0;Fraude
541;85451.0;TR106/0146;Paiement électronique;Validé;Thiès;2024-11-05 10:00:00;10744.0;Normal
50321;85458321.0;TR6UVWX4;Paiement électronique;Validé;Dakar;2024-11-05 10:00:00;10000.0;Normal
51234;859999.0;TR5EFGH9;ATM;Echoué;Matam;2024-11-05 10:00:00;15000.0;Normal
541;85451.0;TR106/0148;Paiement en ligne;En attente;Tambacounda;2024-11-05 09:45:00;20744.0;Normal
50462;850578.0;TR6LKU3P;Paiement en ligne;Echoué;Tambacounda;2024-11-05 09:30:00;40000.0;Suspect
525;85255.0;TR010/0056;Paiement électronique;Validé;Ziguinchor;2024-11-05 09:30:00;8000000.0;Normal
100290;85010092.0;TR214/00083;ATM;Validé;Diourbel;2024-11-05 09:30:00;2200.0;Normal
10340;8501304.0;TR216/00091;Paiement électronique;Echoué;Tambacounda;2024-11-05 09:15:00;280000.0;Fraude
1001;851100.0;TR201/00096;Paiement électronique;Validé;Kolda;2024-11-05 09:15:00;13000000.0;Fraude
550;85055.0;TR110/00049;Paiement électronique;Validé;Matam;2024-11-05 09:00:00;1400000.0;Normal
552;85552.0;TR200/252525;ATM;Validé;Dakar;2024-11-05 08:00:00;9000.0;Normal
10308;8501083.0;TR218/0144;ATM;En attente;Thiès;2024-11-04 23:30:00;11000.0;Normal
10037;8513007.0;TR218/0143;Paiement électronique;Validé;Dakar;2024-11-04 22:15:00;25000.0;Normal
1009;851900.0;TR204/00064;Paiement en ligne;Validé;Kaffrine;2024-11-04 16:00:00;98000.0;Normal
1029;851092.0;TR212/0161;Paiement en ligne;En attente;Dakar;2024-11-04 15:45:00;42000.0;Normal
1029;851092.0;TR212/0053;Paiement en ligne;En attente;Nioro;2024-11-04 15:45:00;35000.0;Normal
1029;851092.0;TR212/0125;Paiement en ligne;En attente;Dakar;2024-11-04 15:45:00;40000.0;Normal
1029;851092.0;TR212/0089;Paiement en ligne;En attente;Dakar;2024-11-04 15:45:00;38000.0;Normal
546;85654.0;TR108/00163;Paiement en ligne;Echoué;Saint Louis;2024-11-04 15:00:00;150000.0;Normal
519;85159.0;TR8/0063;Paiement électronique;En attente;Saint Louis;2024-11-04 12:30:00;1000000.0;Fraude
10220;8512020.0;TR209/00074;ATM;Validé;Dakar;2024-11-04 11:20:00;5800.0;Normal
1004;851040.0;TR202/00045;Paiement en ligne;Echoué;Kédougou;2024-11-04 11:19:00;250000.0;Normal
515;85155.0;TR6/57;Paiement électronique;Validé;Diourbel;2024-11-04 11:00:00;800000.0;Normal
1034;851304.0;TR216/0098;ATM;Validé;Dakar;2024-11-04 10:55:00;8000.0;Normal
544;85254.0;TR107/0094;Paiement électronique;En attente;Bambey;2024-11-04 08:00:00;102000.0;Fraude
10390;8510390.0;TR218/0145;Paiement en ligne;Echoué;Saint Louis;2024-11-04 00:45:00;150000.0;Fraude
1023;851032.0;TR208/4089;Paiement en ligne;Validé;Pikine;2024-11-03 19:15:00;50000.0;Normal
1021;851101.0;TR207/000055;Paiement en ligne;Echoué;Kolda;2024-11-03 17:45:00;100000.0;Suspect
10340;8501304.0;TR216/00090;Paiement en ligne;Validé;Thiès;2024-11-03 15:30:00;110000.0;Normal
528;85852.0;TR011/0073;Paiement électronique;Validé;Dakar;2024-11-03 15:00:00;9500000.0;Normal
1040;851400.0;TR219/125;ATM;Echoué;Nioro;2024-11-03 14:30:00;17100.0;Fraude
513;85153.0;TR5/0081;ATM;Validé;Dakar;2024-11-03 14:15:00;25000.0;Normal
1036;851036.0;TR216/0106;ATM;Validé;Ziguinchor;2024-11-03 13:40:00;9000.0;Normal
